Race Name,Date,Location,Distance,Latitude,Longitude,OpenCage Note,Formatted,City/Town,Country,Country Code,Confidence Score,State,State Code,Continent
Cline Buttes 3/6/12hr & Last Person Standing,"May 24, 2025","Redmond, OR (USA)",Backyard,44.2726203,-121.173921,ok,"Redmond, Oregon, United States of America",Redmond,United States,us,7,Oregon,OR,North America
Leavenworth Trail Fest,"May 24, 2025","Leavenworth, WA (USA)",55k,47.5969138,-120.661081,ok,"Leavenworth, Washington, United States of America",Leavenworth,United States,us,7,Washington,WA,North America
Sri Chinmoy 7 & 13 Hour Races,"May 24, 2025","Seattle, WA (USA)",7h 13h,47.6038321,-122.330062,ok,"Seattle, Washington, United States of America",Seattle,United States,us,4,Washington,WA,North America
Pigtails Challenge,"May 24, 2025","Renton, WA (USA)",50k 100k 100mi,47.4799078,-122.2034496,ok,"Renton, Washington, United States of America",,United States,us,6,Washington,WA,North America
Stumptown Trail Runs,"May 26, 2025","Portland, OR (USA)",50k,45.5202471,-122.674194,ok,"Portland, Oregon, United States of America",Portland,United States,us,4,Oregon,OR,North America
Smith Rock Classic,"May 31, 2025","Terrebonne, OR (USA)",50k 50mi,44.3526526,-121.178659,ok,"Terrebonne, Deschutes County, OR 97760, United States of America",,United States,us,7,Oregon,OR,North America
City of Rocks Ultra,"May 31, 2025","ALMO, ID (USA)",32mi 51mi,42.1001924,-113.6336192,ok,"Almo, Cassia County, ID 83312, United States of America",,United States,us,8,Idaho,ID,North America
Cape Mountain,"May 31, 2025","Florence, OR (USA)",50k,43.9800086,-124.1013089,ok,"Florence, OR 97439, United States of America",,United States,us,7,Oregon,OR,North America
Spence Mountain Run,"May 31, 2025","Klamath Falls, OR (USA)",50k,42.224867,-121.78167,ok,"Klamath Falls, Oregon, United States of America",Klamath Falls,United States,us,6,Oregon,OR,North America
Tsalteshi Backyard Ultra,"Jun 6, 2025","Soldotna, AK (USA)",Backyard,60.4847228,-151.065349,ok,"Soldotna, Alaska, United States of America",,United States,us,7,Alaska,AK,North America
Alaska Endurance Trail Run,"Jun 6, 2025","Fairbanks, AK (USA)",6h 12h 24h,64.837845,-147.716675,ok,"Fairbanks, Alaska, United States of America",Fairbanks,United States,us,6,Alaska,AK,North America
Scout Mountain Ultra Trail,"Jun 6, 2025","Pocatello, ID (USA)",50k 50mi 100mi,42.8620287,-112.450627,ok,"Pocatello, Idaho, United States of America",Pocatello,United States,us,5,Idaho,ID,North America
Vashon Island Ultramarathon & Trail Run,"Jun 7, 2025","Vashon Island, WA (USA)",50k,47.4208759,-122.4737053,ok,"Vashon, WA 98070, United States of America",,United States,us,5,Washington,WA,North America
McKenzie River Trail Run,"Jun 7, 2025","Blue River, OR (USA)",50k,44.1538852,-122.3387709,ok,"Blue River, Lane County, OR 97143, United States of America",,United States,us,7,Oregon,OR,North America
Lake Tye Challenge,"Jun 7, 2025","Monroe, WA (USA)",6h 12h,47.8552259,-121.971335,ok,"Monroe, WA 98272, United States of America",,United States,us,7,Washington,WA,North America
Sharlie Shuffle,"Jun 7, 2025","McCall, ID (USA)",6h 12h,44.9110458,-116.098281,ok,"McCall, Idaho, United States of America",McCall,United States,us,7,Idaho,ID,North America
Elijah Bristow 24 Hour Run,"Jun 7, 2025","Eugene, OR (USA)",6h 12h 24h,44.0505054,-123.0950506,ok,"Eugene, Oregon, United States of America",Eugene,United States,us,5,Oregon,OR,North America
Orcas Island 50k,"Jun 7, 2025","Orcas Island, WA (USA)",50k,48.6515579,-122.8179336,ok,"Eastsound, Washington, United States of America",,United States,us,5,Washington,WA,North America
Echo Valley Runs,"Jun 8, 2025","Chelan, WA (USA)",50k,47.8012197,-120.6276904,ok,"Chelan County, Washington, United States of America",,United States,us,1,Washington,WA,North America
Little Mountain Endurance Challenge,"Jun 14, 2025","Franklin, ID (USA)",6h 12h,42.1093652,-111.8203389,ok,"Franklin County, Idaho, United States of America",,United States,us,2,Idaho,ID,North America
Lowells Loop,"Jun 14, 2025","Pleasant Hill, OR (USA)",Backyard,43.9659589,-122.931745,ok,"Pleasant Hill, Lane County, OR 97455, United States of America",,United States,us,7,Oregon,OR,North America
The Kan,"Jun 14, 2025","Spokane, WA (USA)",50k,47.6571934,-117.42351,ok,"Spokane, Washington, United States of America",Spokane,United States,us,4,Washington,WA,North America
Mary's Peak Trail Run,"Jun 14, 2025","Blodgett, OR (USA)",50k 50mi,44.5968671,-123.5191922,ok,"Blodgett, Benton County, OR 97326, United States of America",,United States,us,7,Oregon,OR,North America
Kaniksu 50 & Emory Corwin Memorial,"Jun 14, 2025","Frater Lake, WA (USA)",50k 50mi 100k,48.6560027,-117.48474,ok,"Frater Lake, Pend Oreille County, Washington, United States of America",,United States,us,9,Washington,WA,North America
River of No Return Endurance Runs,"Jun 14, 2025","Challis, ID (USA)",55k 108k,44.5051319,-114.23137,ok,"Challis, Idaho, United States of America",Challis,United States,us,7,Idaho,ID,North America
Run For SOWF,"Jun 21, 2025","Nine Mile Falls, WA (USA)",24h,47.7767798,-117.5466863,ok,"Nine Mile Falls, Spokane County, Washington, United States of America",,United States,us,7,Washington,WA,North America
Alpine Solstice,"Jun 21, 2025","Bend, OR (USA)",55k,44.0581728,-121.3153096,ok,"Bend, Oregon, United States of America",Bend,United States,us,6,Oregon,OR,North America
"Denali 135, 100k & 50k","Jun 21, 2025","Paxson, AK (USA)",50k 100k 135mi,63.0328277,-145.496953,ok,"Paxson, Unorganized Borough, Alaska, United States of America",,United States,us,7,Alaska,AK,North America
Strawberry Fields Forever,"Jun 21, 2025","North Bonneville, WA (USA)",50k 100k 100mi,45.6373393,-121.971193,ok,"North Bonneville, Skamania County, WA 98639, United States of America",,United States,us,7,Washington,WA,North America
Wild Woman Trail Marathon,"Jun 21, 2025","Trout Lake, WA (USA)",50k,45.996998,-121.528866,ok,"Trout Lake, Klickitat County, Washington, United States of America",,United States,us,7,Washington,WA,North America
The Yeti 100 Mile Endurance Run,"Jun 27, 2025","North Bend, WA (USA)",100k 100mi,47.4957757,-121.784889,ok,"North Bend, Washington, United States of America",,United States,us,7,Washington,WA,North America
To Bone and Back,"Jun 28, 2025","Idaho Falls, ID (USA)",40mi,43.4887907,-112.03628,ok,"Idaho Falls, Idaho, United States of America",Idaho Falls,United States,us,6,Idaho,ID,North America
Tiger Peak Challenge,"Jun 28, 2025","Issaquah, WA (USA)",50k,47.5348778,-122.043297,ok,"Issaquah, Washington, United States of America",Issaquah,United States,us,7,Washington,WA,North America
SISU 24 PNW,"Jun 28, 2025","Enumclaw, WA (USA)",100mi 24h,47.2047793,-121.9916371,ok,"Enumclaw, WA 98022, United States of America",,United States,us,7,Washington,WA,North America
Wy'east Wonder,"Jun 28, 2025","Parkdale, OR (USA)",50k 50mi,45.519748,-121.5967385,ok,"Parkdale, Hood River County, Oregon, United States of America",,United States,us,7,Oregon,OR,North America
Hellz Bellz Ultra,"Jun 29, 2025","Yacolt, WA (USA)",50mi,45.8655044,-122.4070314,ok,"Yacolt, Clark County, Washington, United States of America",,United States,us,8,Washington,WA,North America
Cherry Bomb 50k (Day 2 of the Lil Firecracker Triple),"Jul 5, 2025","Bothell, WA (USA)",50k,47.7623204,-122.2054035,ok,"Bothell, Washington, United States of America",Bothell,United States,us,7,Washington,WA,North America
Bottle Rocket Run (Day 3 of the Lil Firecracker Triple),"Jul 6, 2025","Seattle, WA (USA)",50k,47.6038321,-122.330062,ok,"Seattle, Washington, United States of America",Seattle,United States,us,4,Washington,WA,North America
AKtive's Backyard Ultra,"Jul 12, 2025","Palmer, AK (USA)",Backyard,61.5995703,-149.11109,ok,"Palmer, Alaska, United States of America",Palmer,United States,us,7,Alaska,AK,North America
Devil's Gulch,"Jul 12, 2025","Wenatchee, WA (USA)",50mi 100mi,47.4234599,-120.310349,ok,"Wenatchee, Washington, United States of America",Wenatchee,United States,us,7,Washington,WA,North America
Ultramook 50k on the Tillamock Ridge,"Jul 12, 2025","Tillamook, OR (USA)",50k,45.460293,-123.7266793,ok,"Tillamook County, Oregon, United States of America",,United States,us,1,Oregon,OR,North America
Mt. Hood Races,"Jul 12, 2025","Timothy Lake, OR (USA)",50k 50mi,43.2270993,-121.3085077,ok,"Timothy Butte, Lake County, Oregon, United States of America",,United States,us,9,Oregon,OR,North America
Siskiyou Out Back,"Jul 12, 2025","Ashland, OR (USA)",50k 50mi 100k,42.1972487,-122.7153995,ok,"Ashland, Oregon, United States of America",,United States,us,7,Oregon,OR,North America
Kill Bill's Oyster Dome Challenge,"Jul 12, 2025","Alger, WA (USA)",50k,48.630602,-122.3442502,ok,"Alger, Skagit County, Washington, United States of America",,United States,us,7,Washington,WA,North America
Beaverhead Endurance Runs,"Jul 12, 2025","Salmon, ID (USA)",55k 100k,45.1759213,-113.895773,ok,"Salmon, Idaho, United States of America",Salmon,United States,us,7,Idaho,ID,North America
McCall Trailrunning Classic,"Jul 12, 2025","McCall, ID (USA)",50k,44.9110458,-116.098281,ok,"McCall, Idaho, United States of America",McCall,United States,us,7,Idaho,ID,North America
Cascade Crest,"Jul 18, 2025","Easton, WA (USA)",100mi,47.2371778,-121.178276,ok,"Easton, Kittitas County, WA 98925, United States of America",,United States,us,7,Washington,WA,North America
Three Corner Rock PCT 50K,"Jul 19, 2025","Carson, WA (USA)",50k 100k,45.7259894,-121.8203942,ok,"Carson, Skamania County, WA 98610, United States of America",,United States,us,7,Washington,WA,North America
Resurrection Pass,"Jul 25, 2025","Cooper Landing, AK (USA)",50mi 100mi,60.4898309,-149.8328412,ok,"Cooper Landing, Kenai Peninsula Borough, AK 95572, United States of America",,United States,us,7,Alaska,AK,North America
Standhope,"Jul 25, 2025","Ketchum, ID (USA)",60k 100mi,43.680741,-114.363662,ok,"Ketchum, Idaho, United States of America",Ketchum,United States,us,7,Idaho,ID,North America
5K Fest,"Jul 26, 2025","Bonney Lake, WA (USA)",24h,47.1870191,-122.1702293,ok,"Bonney Lake, Washington, United States of America",,United States,us,7,Washington,WA,North America
Hood Hundred,"Jul 26, 2025","Mt Hood, OR (USA)",100mi,45.3735129,-121.695878,ok,"Mount Hood, Hood River County, Oregon, United States of America",,United States,us,9,Oregon,OR,North America
White River 50,"Jul 26, 2025","Crystal Mountain, WA (USA)",50k 50mi,46.9327365,-121.4877287,ok,"Crystal Mountain, Pierce County, Washington, United States of America",,United States,us,7,Washington,WA,North America
Owyhee 50/50 Night Run,"Aug 1, 2025","Homedale, ID (USA)",50k 50mi,43.6176584,-116.9337599,ok,"Homedale, Owyhee County, Idaho, United States of America",,United States,us,7,Idaho,ID,North America
Tufted Puffin Endurance Run,"Aug 2, 2025","Newport, OR (USA)",50k 12h 24h,44.636755,-124.053442,ok,"Newport, Oregon, United States of America",,United States,us,6,Oregon,OR,North America
Hatcher Pass 50 Mile,"Aug 2, 2025","Willow, AK (USA)",50mi,61.7472222,-150.0375,ok,"Willow, Alaska, United States of America",,United States,us,7,Alaska,AK,North America
Waldo 100K,"Aug 2, 2025","Oakridge, OR (USA)",100k,43.7449388,-122.4674601,ok,"Oakridge, Oregon, United States of America",,United States,us,7,Oregon,OR,North America
Drew's Angel Creek 50,"Aug 2, 2025","Fairbanks, AK (USA)",50k 50mi,64.837845,-147.716675,ok,"Fairbanks, Alaska, United States of America",Fairbanks,United States,us,6,Alaska,AK,North America
Hamster Endurance Runs,"Aug 2, 2025","Bellingham, WA (USA)",6h 12h 24h 32h,48.7544012,-122.478836,ok,"Bellingham, Washington, United States of America",Bellingham,United States,us,6,Washington,WA,North America
Volcanic 50,"Aug 2, 2025","Cougar, WA (USA)",50k,46.051261,-122.3024166,ok,"Cougar, Cowlitz County, WA 98616, United States of America",,United States,us,7,Washington,WA,North America
Bigfoot 200 Endurance Run,"Aug 8, 2025","Mount St. Helens, WA (USA)",200mi,46.1912,-122.1944,ok,"Skamania County, Washington, United States of America",,United States of America,us,9,Washington,WA,North America
Larrabee Lakes,"Aug 9, 2025","Bellingham, WA (USA)",50k,48.7544012,-122.478836,ok,"Bellingham, Washington, United States of America",Bellingham,United States,us,6,Washington,WA,North America
Wy'east Trailfest,"Aug 9, 2025","Government Camp, OR (USA)",50k 50mi,45.3041033,-121.7547596,ok,"Government Camp, Clackamas County, OR 97028, United States of America",,United States,us,7,Oregon,OR,North America
Angry Owl Ultramarathons,"Aug 9, 2025","Salem, OR (USA)",6h 12h 24h,44.9391565,-123.033121,ok,"Salem, Oregon, United States of America",Salem,United States,us,5,Oregon,OR,North America
Kesugi Ridge Traverse Trail Run,"Aug 9, 2025","Denali State Park, AK (USA)",30mi,62.77,-150.05333,ok,"Denali State Park, Matanuska-Susitna Borough, Alaska, United States of America",,United States of America,us,1,Alaska,AK,North America
The Nifty Fifty,"Aug 9, 2025","Juneau, AK (USA)",50k,58.3019613,-134.4196751,ok,"Juneau, Alaska, United States of America",Juneau,United States,us,1,Alaska,AK,North America
Inkom Last Man Standing 1.1,"Aug 15, 2025","Inkom, ID (USA)",Backyard,42.7963041,-112.254137,ok,"Inkom, Idaho, United States of America",Inkom,United States,us,7,Idaho,ID,North America
One Step Closer,"Aug 16, 2025","Seattle, WA (USA)",6h 12h 18h,47.6038321,-122.330062,ok,"Seattle, Washington, United States of America",Seattle,United States,us,4,Washington,WA,North America
Olympic Mountains Trail Races,"Aug 16, 2025","Quilcene, WA (USA)",50k 100k,47.7467305,-122.8664326,ok,"Quilcene, Bee Mill Road, Jefferson County, WA, United States of America",,United States,us,9,Washington,WA,North America
Anchorage Run Fest,"Aug 17, 2025","Anchorage, AK (USA)",49k,61.2163129,-149.894852,ok,"Anchorage, Alaska, United States of America",Anchorage,United States,us,1,Alaska,AK,North America
Oregon 200,"Aug 22, 2025","Oakridge, OR (USA)",200mi,43.7449388,-122.4674601,ok,"Oakridge, Oregon, United States of America",,United States,us,7,Oregon,OR,North America
Oregon Cascades 100,"Aug 23, 2025","Sisters, OR (USA)",50mi 100mi,44.290948,-121.549251,ok,"Sisters, Oregon, United States of America",,United States,us,7,Oregon,OR,North America
Harriman Park 50k,"Aug 23, 2025","Island Park, ID (USA)",50k,44.423807,-111.371422,ok,"Island Park, Idaho, United States of America",Island Park,United States,us,4,Idaho,ID,North America
Millersylvania 50k,"Aug 30, 2025","Olympia, WA (USA)",50k 12h,47.0451022,-122.8950075,ok,"Olympia, Washington, United States of America",Olympia,United States,us,6,Washington,WA,North America
Dark Divide 100 Miler,"Sep 5, 2025","Randle, WA (USA)",50k 100k 100mi,46.535111,-121.9570386,ok,"Randle, Lewis County, Washington, United States of America",,United States,us,7,Washington,WA,North America
Sole Survivor Backyard Ultra,"Sep 5, 2025","Richland, WA (USA)",Backyard,46.2804298,-119.275205,ok,"Richland, Washington, United States of America",Richland,United States,us,5,Washington,WA,North America
Tartarus Backyard Ultra,"Sep 6, 2025","Spokane, WA (USA)",Backyard,47.6571934,-117.42351,ok,"Spokane, Washington, United States of America",Spokane,United States,us,4,Washington,WA,North America
GOAT Run (Great Olympic Adventure Trail Run),"Sep 6, 2025","Port Angeles, WA (USA)",50k,48.118146,-123.430741,ok,"Port Angeles, Washington, United States of America",Port Angeles,United States,us,5,Washington,WA,North America
Backcountry Rise Trail Run,"Sep 7, 2025","Toutle, WA (USA)",50k,46.3248338,-122.7365001,ok,"Toutle, Cowlitz County, WA 98645, United States of America",,United States,us,7,Washington,WA,North America
If You're Not First You're Last,"Sep 12, 2025","Eagle, ID (USA)",Backyard,43.6954424,-116.3540138,ok,"Eagle, Idaho, United States of America",Eagle,United States,us,6,Idaho,ID,North America
Pine to Palm,"Sep 13, 2025","Williams, OR (USA)",100mi,42.2186765,-123.2739559,ok,"Williams, Josephine County, OR 97544, United States of America",,United States,us,7,Oregon,OR,North America
MatSu Relay,"Sep 13, 2025","Palmer, AK (USA)",50mi,61.5995703,-149.11109,ok,"Palmer, Alaska, United States of America",Palmer,United States,us,7,Alaska,AK,North America
Plain 100M/100K Endurance Runs,"Sep 13, 2025","Plain, WA (USA)",100k 100mi,47.7608573,-120.6611961,ok,"Plain, Chelan County, Washington, United States of America",,United States,us,7,Washington,WA,North America
Priest Lake,"Sep 13, 2025","Priest Lake, ID (USA)",50k,48.6095345,-116.8785119,ok,"Priest Lake, Bonner County, ID 83821, United States of America",,United States,us,4,Idaho,ID,North America
Race the Rocks – 50K Mountain Challenge,"Sep 20, 2025","Almo, ID (USA)",50k,42.1001924,-113.6336192,ok,"Almo, Cassia County, ID 83312, United States of America",,United States,us,8,Idaho,ID,North America
Three Sisters Skyline,"Sep 20, 2025","Sisters, OR (USA)",50k,44.290948,-121.549251,ok,"Sisters, Oregon, United States of America",,United States,us,7,Oregon,OR,North America
Ultra Fest (The Cascade Super Ultra),"Sep 20, 2025","Snoqualmie Pass, WA (USA)",50k 50mi 100k 100mi,47.4253852,-121.411889,ok,"Snoqualmie Pass, King County, WA 98068, United States of America",,United States,us,9,Washington,WA,North America
