Race Name,Date,Location,Distance,Latitude,Longitude,Formatted,Website
Freight Train 100k/50k,"Dec 6, 2025","Farmville, VA (USA)",50k 100k,37.3024713,-78.3923813,"Farmville, Virginia, United States of America"
Devil Dog Ultras,"Dec 6, 2025","Triangle, VA (USA)",50k 100k 100mi,38.5451489,-77.3327425,"Triangle, Prince William County, VA 22172, United States of America"
PPTC 50 Mile Endurance Fest,"Dec 7, 2025","Brooklyn, NY (USA)",50k 50mi,40.6526006,-73.9497211,"New York, New York, United States of America"
Hellgate 100k,"Dec 13, 2025","Fincastle, VA (USA)",100k,37.4993048,-79.8772619,"Fincastle, Botetourt County, VA 24090, United States of America"
MCW The Holmdel Classic,"Dec 13, 2025","Holmdel, NJ (USA)",50k,40.3451095,-74.1840322,"Holmdel Township, NJ 07733, United States of America"
Mel Williams Memorial Seashore,"Dec 14, 2025","Virginia Beach, VA (USA)",50k,36.8496579,-75.9760751,"Virginia Beach, Virginia, United States of America"
Frosty Looper 8-hour,"Dec 14, 2025","Pennsauken, NJ (USA)",8h,39.9562238,-75.0579502,"Pennsauken Township, NJ 08110, United States of America"
Naked Nick,"Dec 14, 2025","Leesport, PA (USA)",50k,40.4470377,-75.9663222,"Leesport, Berks County, Pennsylvania, United States of America"
Red Eye 50k,"Jan 1, 2026","Triangle, VA (USA)",50k,38.5451489,-77.3327425,"Triangle, Prince William County, VA 22172, United States of America"
GAC FA50,"Jan 3, 2026","Topsfield, MA (USA)",50k,42.6390841,-70.9507469,"Topsfield, MA 01983, United States of America"
Snow Devil Snowshoe Race,"Jan 16, 2026","Pittsfield, VT (USA)",100k 100mi,43.7730063,-72.8131838,"Pittsfield, Rutland County, VT 05762, United States of America"
Phunt 50KM Trail Race,"Jan 17, 2026","Elkton, MD (USA)",50k,39.6065073,-75.8330934,"Elkton, MD 21922, United States of America"
Devil's Shadow Winter Trail Races,"Jan 31, 2026","Honeoye Falls, NY (USA)",50k,42.9522855,-77.5902759,"Village of Honeoye Falls, Monroe County, NY 14472, United States of America"
Frosty Fat Sass,"Jan 31, 2026","West Orange, NJ (USA)",6h,40.7987113,-74.2390353,"West Orange, NJ 07052, United States of America"
Mid-Maryland Ultra,"Jan 31, 2026","Elkridge, MD (USA)",50k,39.2128338,-76.7137155,"Elkridge, Howard County, MD 21076, United States of America"
ICY-8,"Feb 6, 2026","Lake Anna State Park, VA (USA)",8h,38.11541,-77.82333,"Lake Anna State Park, Spotsylvania County, Virginia, United States of America"
The Algonquin 50K,"Feb 7, 2026","Pocomoke City, MD (USA)",50k,38.075684,-75.5679832,"Pocomoke City, MD 21851, United States of America"
Holiday Lake,"Feb 14, 2026","Appomattox, VA (USA)",50k,37.3535463,-78.8272687,"Appomattox, VA 24522, United States of America"
Hashawha Hills,"Feb 28, 2026","Westminster, MD (USA)",50k,39.5751717,-76.9959168,"Westminster, Maryland, United States of America"
Livingston Oval Ultra,"Mar 7, 2026","Livingston, NJ (USA)",6h,40.7959335,-74.3148713,"Livingston, NJ 07039, United States of America"
Squatchapple,"Mar 7, 2026","West Orange, NJ (USA)",50k 50mi,40.7987113,-74.2390353,"West Orange, NJ 07052, United States of America"
Naked Bavarian,"Mar 7, 2026","Leesport, PA (USA)",40mi,40.4470377,-75.9663222,"Leesport, Berks County, Pennsylvania, United States of America"
Terrapin Mountain,"Mar 21, 2026","Big Island, VA (USA)",50k,37.2720856,-76.377723,"Gloucester County, VA 23107, United States of America"
TARC To Hale and Back,"Mar 21, 2026","Westwood, MA (USA)",6h,42.2186913,-71.2233829,"Westwood, MA 02090, United States of America"
Genesee Valley Ultra,"Mar 28, 2026","Parkton, MD (USA)",6h 12h 24h,39.6409378,-76.6591376,"Parkton, Baltimore County, MD 21120, United States of America"
Sleeping Giant Trail Runs,"Mar 29, 2026","Hamden, CT (USA)",50k,41.3959302,-72.8968574,"Hamden, Connecticut, United States of America"
Bull Run Run,"Apr 4, 2026","Clifton, VA (USA)",50mi,38.7802651,-77.3867133,"Clifton, Fairfax County, Virginia, United States of America"
New River Trail Races,"Apr 11, 2026","Fries, VA (USA)",50k 100k,36.7162368,-80.9786923,"Fries, Grayson County, Virginia, United States of America"
Run to Remember,"Apr 18, 2026","Sykesville, MD (USA)",50k 8h,39.365992,-76.9688737,"Sykesville, Carroll County, MD 21784, United States of America"
Blue Ridge Double Marathon,"Apr 18, 2026","Roanoke, VA (USA)",52.4m,37.270973,-79.9414313,"Roanoke, Virginia, United States of America"
Hyner Trail Challenge,"Apr 18, 2026","Hyner, PA (USA)",50k,41.3317344,-77.6441507,"Hyner, Chapman Township, Pennsylvania, United States of America"
TARC Don't Run Boston,"Apr 19, 2026","Milton, MA (USA)",50k 50mi,42.2501425,-71.065573,"Milton, Massachusetts, United States of America"
TARC Spring Classic,"Apr 25, 2026","Weston, MA (USA)",50k,42.3667625,-71.3031132,"Weston, MA 02493, United States of America"
Virginia Run for Cancer,"Apr 25, 2026","Hampton, VA (USA)",24h,37.0264414,-76.3442846,"Hampton, Virginia, United States of America"
Wawayanda Trail Race,"Apr 25, 2026","Hewitt, NJ (USA)",50k 50mi 100k,41.1417135,-74.3101927,"Hewitt, West Milford, NJ 10979, United States of America"
Promise Land,"Apr 25, 2026","Lynchburg, VA (USA)",50k,37.4137536,-79.1422464,"Lynchburg, Virginia, United States of America"
Jack Bristol Lake Waramaug Trail Races,"Apr 26, 2026","New Preston, CT (USA)",50k 50mi 100k,41.6750953,-73.3517858,"New Preston, Northwest Hills Planning Region, CT 06777, United States of America"
Van Cortlandt Park 50k,"May 2, 2026","Bronx, NY (USA)",50k,40.8466508,-73.8785937,"New York, New York, United States of America"
Grayson Highlands,"May 2, 2026","Mouth of Wilson, VA (USA)",50k 50mi,36.5895679,-81.3364889,"Mouth of Wilson, Grayson County, VA 28663, United States of America"
Farm Park Challenge,"May 2, 2026","Derwood, MD (USA)",6h 10h,39.11733,-77.1610916,"Derwood, Montgomery County, MD 20800, United States of America"
EHQ Valley Falls 6 & 12 Hour,"May 9, 2026","Fairmont, WV (USA)",6h 12h,39.4850848,-80.1425781,"Fairmont, WV 26554, United States of America"
C'mon Armageddon,"May 18, 2025","West Milford, NJ (USA)",50k,41.1312069,-74.3673748,"West Milford, New Jersey, United States of America"
Loop the Lemur at the Ross Park Zoo,"May 18, 2025","Binghamton, NY (USA)",6h,42.098698,-75.9125187,"City of Binghamton, New York, United States of America"
First State Trail Race,"May 18, 2025","Wilmington, DE (USA)",50k,39.7459468,-75.546589,"Wilmington, Delaware, United States of America"
Highball to Thurmond Ultra & Relay,"May 18, 2025","Thurmond, WV (USA)",50k 50mi,37.9615016,-81.082322,"Thurmond, Fayette County, WV 25936, United States of America"
Mayfly Ultra,"May 17, 2025","Stony Creek, NY (USA)",49k,43.42425,-73.930092,"Stony Creek, Warren County, NY 12878, United States of America"
Mind Over Miles- 24 Hour Challenge,"May 17, 2025","Buffalo, NY (USA)",24h,42.8867166,-78.8783922,"Buffalo, New York, United States of America"
Tails & Trails State Forest Run,"May 17, 2025","Pittsfield, MA (USA)",50k,42.4484778,-73.2541069,"Pittsfield, Massachusetts, United States of America"
Winona Forest's Chase The Day 24-Hour Trail Ultra,"May 17, 2025","Mannsville, NY (USA)",24h,43.712846,-76.062701,"Village of Mannsville, Jefferson County, New York, United States of America"
Free Spirit 50 K,"May 17, 2025","Leyden, MA (USA)",50k,42.7017395,-72.6305336,"Leyden, Massachusetts, United States of America"
South Mountain Reservation Mayapple Trail Runs,"May 17, 2025","Millburn, NJ (USA)",50k 50mi,40.7244443,-74.3069069,"Millburn, New Jersey, United States of America"
Camp Challenge,"May 17, 2025","Ashford, CT (USA)",6h,41.8731532,-72.1214653,"Ashford, CT 06278, United States of America"
Run Ragged Last One Standing,"May 17, 2025","Berlin, CT (USA)",Backyard,41.621488,-72.7456519,"Berlin, Connecticut, United States of America"
Massanutten Mountain Trails 100 Mile Run,"May 17, 2025","Fort Valley, VA (USA)",100mi,38.94317,-78.30917,"Shenandoah County, Virginia, United States of America"
Infinitus,"May 15, 2025","Ripton, VT (USA)",88k 100mi 250mi 888k,43.9738222,-73.0337694,"Ripton, Addison County, VT 05766, United States of America"
3 Days at the Fair,"May 13, 2025","Augusta, NJ (USA)",50k 6h 12h 24h 48h 72h 144h,41.1289854,-74.72822,"Augusta, Frankford Township, NJ 07822, United States of America"
Glacier Ridge,"May 10, 2025","Portersville, PA (USA)",50k 50mi,40.9255114,-80.1442551,"Portersville, Butler County, Pennsylvania, United States of America"
Dirty German Endurance Fest,"May 10, 2025","Philadelphia, PA (USA)",50k 50mi,39.9527237,-75.1635262,"Philadelphia, Pennsylvania, United States of America"
Mind the Ducks,"May 10, 2025","Webster, NY (USA)",12h,43.212285,-77.429994,"Village of Webster, New York, United States of America"
The Ripper - Sunrise to Sunset,"May 10, 2025","Pocomoke, MD (USA)",14h,39.2583611,-76.7091534,"Pocomoke, Center Road, Arbutus, MD 21250, United States of America"
West Virginia Trail Fest,"May 10, 2025","Snowshoe, WV (USA)",60k 100k,38.4128243,-79.9964421,"Snowshoe, 10 Snowshoe Drive, Pocahontas County, WV 26209, United States of America"
Hoof It on the Hill,"May 10, 2025","Cherry Creek, NY (USA)",52k,42.294504,-79.099764,"Cherry Creek, Chautauqua County, NY 14723, United States of America"
Middle Ridge Monster 8H Run,"May 10, 2025","Charleston, WV (USA)",8h,38.3505995,-81.6332812,"Charleston, West Virginia, United States of America"
Blood Root Ultra,"May 10, 2025","Pittsfield, VT (USA)",50k 50mi 100mi 200mi,43.7730063,-72.8131838,"Pittsfield, Rutland County, VT 05762, United States of America"
Watuppa Trail Races,"May 10, 2025","Fall River, MA (USA)",50k,41.7010642,-71.1546367,"Fall River, Massachusetts, United States of America"
CT Trailmixers Spring Fling 600,"May 10, 2025","Southington, CT (USA)",10h,41.6005435,-72.8782941,"Southington, Connecticut, United States of America"
Riverlands 100,"May 10, 2025","Turner, ME (USA)",100mi,44.2565542,-70.2561951,"Turner, ME 04282, United States of America"
Dawn To Dusk To Dawn Track Ultras,"May 10, 2025","Sharon Hill, PA (USA)",50k 50mi 100k 100mi 12h 24h,39.9063027,-75.2721402,"Sharon Hill, Delaware County, PA 19079, United States of America"
TARC Wapack and Back,"May 10, 2025","Ashburnham, MA (USA)",43mi 50mi,42.6357648,-71.9086801,"Ashburnham, Massachusetts, United States of America"
The Blue 2 Blue Challenge,"May 4, 2025","New Haven, CT (USA)",50k,41.3082138,-72.9250518,"New Haven, Connecticut, United States of America"
Trails To the Sky 50k/10k,"May 3, 2025","Glen Gardner, NJ (USA)",50k,40.6967671,-74.9407248,"Glen Gardner, Hunterdon County, New Jersey, United States of America"
MCW Branch Brook Classic,"May 3, 2025","Newark, NJ (USA)",6h,40.735657,-74.1723667,"Newark, New Jersey, United States of America"
Perfect Day 50K - Massanutten,"May 3, 2025","Keezletown, VA (USA)",50k,38.4151254,-78.8019691,"Keezletown, Rockingham County, VA 22846, United States of America"
Spartan Trail - Bear Mountain Trail Challenge,"May 3, 2025","Tomkins Cove, NY (USA)",50k,41.2570383,-73.9834736,"Tomkins Cove, Stony Point, NY 10986, United States of America"
Hills Creek Endurance Challenge,"May 3, 2025","Wellsboro, PA (USA)",6h 12h,41.7486838,-77.3005305,"Wellsboro, Tioga County, Pennsylvania, United States of America"
White Lake Ultras,"May 3, 2025","Tamworth, NH (USA)",6h 12h 24h,43.860277,-71.263504,"Tamworth, Carroll County, New Hampshire, United States of America"
Big A 50k,"May 3, 2025","York, ME (USA)",50k,43.4229305,-70.6546639,"York County, Maine, United States of America"
Forgotten Forest Ultra Run,"May 3, 2025","Stratford, CT (USA)",9h,41.1845415,-73.1331651,"Stratford, Connecticut, United States of America"
Rock the Ridge,"May 3, 2025","New Paltz, NY (USA)",50mi,41.7464972,-74.0844894,"New Paltz, NY 12561, United States of America"
Kanawha Trace Trail Runs,"May 3, 2025","Ona, WV (USA)",50k,38.4248088,-82.2132003,"Ona, Cabell County, WV 25545, United States of America"
Falling Water Ultras,"Apr 26, 2025","New River Gorge National Park, WV (USA)",50k 100k,38.50038,-80.50009,"West Virginia, United States of America"
Troublesome Hollow 50K,"Apr 26, 2025","Bristol, VA (USA)",50k,36.5959685,-82.1885009,"Bristol, Virginia, United States of America"
On the Dam Trail: Quemahoning Relay Race,"Apr 26, 2025","Hooversville, PA (USA)",34mi,40.1470217,-78.9119686,"Hooversville, Somerset County, Pennsylvania, United States of America"
Schuylkill River Relay 50k,"Apr 26, 2025","Phoenixville, PA (USA)",50k,40.1303822,-75.5149128,"Phoenixville, Pennsylvania, United States of America"
Coopers Rock 50 km Trail Run,"Apr 26, 2025","Morgantown, WV (USA)",50k,39.6296809,-79.9559437,"Morgantown, West Virginia, United States of America"
C&O Canal 100,"Apr 26, 2025","Knoxville, MD (USA)",100mi,39.3272267,-77.6650387,"Knoxville, Frederick County, MD 21758, United States of America"
"Sri Chinmoy Ten-, Six-, and Three-Day Races","Apr 23, 2025","Queens, NY (USA)",72h 144h 240h,40.7135078,-73.8283132,"New York, New York, United States of America"
Traprock 50,"Apr 19, 2025","Simsbury, CT (USA)",50k,41.8759152,-72.8012211,"Simsbury, Connecticut, United States of America"
Froggy Mountain Sweet Sixteen 50k,"Apr 19, 2025","Galax, VA (USA)",50k,36.6612387,-80.9239671,"Galax, VA 24333, United States of America"
24 Hour - Adventure Trail,"Apr 19, 2025","Triangle, VA (USA)",8h 24h,38.5451489,-77.3327425,"Triangle, Prince William County, VA 22172, United States of America"
Shore2Shore,"Apr 19, 2025","East Islip, NY (USA)",50k,40.7320429,-73.1856703,"East Islip, NY 11730, United States of America"
Buffalo Runners 6 Hour Distance Classic,"Apr 13, 2025","Williamsville, NY (USA)",6h,42.9637836,-78.7377258,"Village of Williamsville, New York, United States of America"
Gunpowder Keg Ultra,"Apr 12, 2025","Parkton, MD (USA)",50k,39.6409378,-76.6591376,"Parkton, Baltimore County, MD 21120, United States of America"
The Old Six Day,"Apr 12, 2025","Pennsauken, NJ (USA)",12h 24h 48h 72h 144h,39.9562238,-75.0579502,"Pennsauken Township, NJ 08110, United States of America"
Spring Fever,"Apr 12, 2025","Hingham, MA (USA)",8h,42.2417669,-70.8897676,"Hingham, MA 02043, United States of America"
James River Trail Runs,"Apr 12, 2025","Gladstone, VA (USA)",50k 50mi,37.5468094,-78.8494619,"Gladstone, Nelson County, Virginia, United States of America"
Spring SOMO Timed Trail Race,"Apr 12, 2025","South Orange, NJ (USA)",6h,40.7474966,-74.2635376,"South Orange, Essex County, NJ 07079, United States of America"
English's Ridge Rumble,"Apr 12, 2025","Fayetteville, NY (USA)",50k,43.0297887,-76.0043643,"Manlius, Village of Fayetteville, NY 13066, United States of America"
Long Creek 60k,"Apr 6, 2025","Virginia Beach, VA (USA)",60k,36.8496579,-75.9760751,"Virginia Beach, Virginia, United States of America"
RRRC Fool's Run Fest,"Apr 5, 2025","Henrico, VA (USA)",50k,37.5131191,-77.3465081,"Henrico County, Virginia, United States of America"
Last Stand Loch Lothian Backyard Ultra,"Apr 5, 2025","Midlothian, VA (USA)",Backyard,37.5062673,-77.649268,"Midlothian, VA 23113, United States of America"
Granogue Games,"Apr 5, 2025","Wilmington, DE (USA)",50k,39.7459468,-75.546589,"Wilmington, Delaware, United States of America"
Mt. Toby Ultra,"Apr 5, 2025","Sunderland, MA (USA)",50k,42.4636924,-72.5805642,"Sunderland, MA 01375, United States of America"
Eagleton Trail Challenge,"Apr 5, 2025","Lock Haven, PA (USA)",50k,41.1369077,-77.4471641,"Lock Haven, Pennsylvania, United States of America"
The Long Run - Spring Forward,"Mar 30, 2025","Wind Gap, PA (USA)",6h,40.8481509,-75.2915694,"Wind Gap, Northampton County, Pennsylvania, United States of America"
MCW Lenape Runventure,"Mar 29, 2025","Milburn, NJ (USA)",34mi,40.7247515,-74.2995152,"Milburn, Glen Avenue, Wyoming, Short Hills, NJ 07078, United States of America"
Hone Quarry 40 Miler,"Mar 29, 2025","Dayton, VA (USA)",40mi,38.4148492,-78.9386427,"Dayton, Rockingham County, Virginia, United States of America"
Spring On The Trails Endurance Runs,"Mar 29, 2025","Lagrangeville, NY (USA)",6h 12h,41.6504465,-73.7642453,"Lagrangeville, La Grange, NY 12540, United States of America"
Miocene Epic Endurance Challenge,"Mar 29, 2025","Lusby, MD (USA)",6h,38.3720813,-76.441247,"Lusby, Calvert County, MD 20657, United States of America"
Enchanted Forest Ultra Run,"Mar 29, 2025","Stratford, CT (USA)",6h,41.1845415,-73.1331651,"Stratford, Connecticut, United States of America"
Terror of Tammany!,"Mar 23, 2025","Columbia, NJ (USA)",50k,40.9262077,-75.0926763,"Knowlton Township, Warren County, NJ 18351, United States of America"
March Madness (April Foolish 10 hr),"Mar 23, 2025","Birdsboro, PA (USA)",10h,40.2645371,-75.8040852,"Birdsboro, Berks County, PA 19508, United States of America"
Green Monster,"Mar 22, 2025","Danville, VA (USA)",12h,36.5879877,-79.3916713,"Danville, Virginia, United States of America"
The Bullshit Backyard Ultra,"Mar 22, 2025","Lenoxville, PA (USA)",Backyard,41.6623019,-75.6371321,"Lenoxville, Lenox Township, PA 18413, United States of America"
Wells Mills 50K at the Rat Race,"Mar 22, 2025","Waretown, NJ (USA)",50k,39.7938958,-74.2232061,"Ocean Township, New Jersey, United States of America"
HAT Trail Run,"Mar 22, 2025","Havre de Grace, MD (USA)",50k,39.548827,-76.0898259,"Havre de Grace, MD 21078, United States of America"
Dogwood Ultra Marathons,"Mar 22, 2025","Chesterfield, VA (USA)",12h 24h 48h,37.3859982,-77.578509,"Chesterfield County, Virginia, United States of America"
THE MT TAMMANY 10,"Mar 22, 2025","Delaware Water Gap, NJ (USA)",40mi,40.9677508,-75.1199241,"Delaware Water Gap, Hardwick Township, Warren County, NJ 18327, United States of America"
F.I.T. 'Rock Trail Race,"Mar 16, 2025","Cumberland, RI (USA)",50k,41.9667656,-71.4328363,"Cumberland, RI 02864, United States of America"
Shamrock Shenanigans Ultra,"Mar 15, 2025","Douglassville, PA (USA)",5h 10h,40.2578714,-75.7263008,"Douglassville, Amity Township, PA 19518, United States of America"
Rabid Raccoon 100,"Mar 15, 2025","Beaver Falls, PA (USA)",100k 100mi,40.7520097,-80.3192295,"Beaver Falls, Pennsylvania, United States of America"
Bel Monte,"Mar 15, 2025","Waynesboro, VA (USA)",50k 50mi,38.0686668,-78.8893999,"Waynesboro, VA 22980, United States of America"
Elizabeth's Furnace,"Mar 15, 2025","Fort Valley, VA (USA)",50k,38.94317,-78.30917,"Shenandoah County, Virginia, United States of America"
